			Position	Word Onset			Word Medial			Word Final			Syllable Onset			Syllable Medial			Syllable Final			Cross Syllable
biPhone	All TypeF	All TokenF	All LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	
uu	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
gw	9	17.000000	2.833213	7	15.000000	2.708050	2	2.000000	0.693147	0	0.000000	0.000000	9	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
fn	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	
wp	5	10.000000	2.302585	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	10.000000	2.302585	
sd	79	235.000000	5.459586	56	170.000000	5.135798	23	65.000000	4.174387	0	0.000000	0.000000	56	170.000000	5.135798	0	0.000000	0.000000	0	0.000000	0.000000	23	65.000000	4.174387	
jl	8	78.000000	4.356709	0	0.000000	0.000000	8	78.000000	4.356709	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	78.000000	4.356709	
jt	11	96.000000	4.564348	0	0.000000	0.000000	11	96.000000	4.564348	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	11	96.000000	4.564348	
sv	449	3204.000000	8.072155	405	2984.000000	8.001020	44	220.000000	5.393628	0	0.000000	0.000000	417	3037.000000	8.018625	0	0.000000	0.000000	0	0.000000	0.000000	32	167.000000	5.117994	
cw	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
kZ	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	
dG	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	
wf	27	125.000000	4.828314	0	0.000000	0.000000	27	125.000000	4.828314	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	27	125.000000	4.828314	
EE	1	121.000000	4.795791	0	0.000000	0.000000	0	0.000000	0.000000	1	121.000000	4.795791	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	121.000000	4.795791	
wc	5	14.000000	2.639057	0	0.000000	0.000000	5	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	14.000000	2.639057	
aa	12	40.000000	3.688879	0	0.000000	0.000000	9	27.000000	3.295837	3	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	12	40.000000	3.688879	
Lw	4	7.000000	1.945910	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
sr	47	379.000000	5.937536	31	51.000000	3.931826	16	328.000000	5.793014	0	0.000000	0.000000	31	51.000000	3.931826	0	0.000000	0.000000	0	0.000000	0.000000	16	328.000000	5.793014	
nm	8	36.000000	3.583519	0	0.000000	0.000000	8	36.000000	3.583519	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	36.000000	3.583519	
zg	1	11.000000	2.397895	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	11.000000	2.397895	
Gs	5	24.000000	3.178054	0	0.000000	0.000000	5	24.000000	3.178054	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	24.000000	3.178054	
mk	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	3.000000	1.098612	
mS	3	49.000000	3.891820	0	0.000000	0.000000	3	49.000000	3.891820	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	49.000000	3.891820	
Sn	2	9.000000	2.197225	0	0.000000	0.000000	2	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	9.000000	2.197225	
tf	5	10.000000	2.302585	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	10.000000	2.302585	
kd	3	10.000000	2.302585	0	0.000000	0.000000	3	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	10.000000	2.302585	
iw	3	16.000000	2.772589	0	0.000000	0.000000	3	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	16.000000	2.772589	
ji	6	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	6	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	6	7.000000	1.945910	0	0.000000	0.000000	
Zd	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	
Sl	1	7.000000	1.945910	0	0.000000	0.000000	1	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	7.000000	1.945910	
dk	7	20.000000	2.995732	0	0.000000	0.000000	7	20.000000	2.995732	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	20.000000	2.995732	
df	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
jb	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	
jZ	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	
pz	5	34.000000	3.526361	0	0.000000	0.000000	5	34.000000	3.526361	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	34.000000	3.526361	
Lu	5	23.000000	3.135494	0	0.000000	0.000000	5	23.000000	3.135494	0	0.000000	0.000000	5	23.000000	3.135494	0	0.000000	0.000000	1	18.000000	2.890372	0	0.000000	0.000000	
vl	5	14.000000	2.639057	1	3.000000	1.098612	4	11.000000	2.397895	0	0.000000	0.000000	5	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	
tb	5	13.000000	2.564949	0	0.000000	0.000000	5	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	13.000000	2.564949	
dg	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
tk	8	19.000000	2.944439	0	0.000000	0.000000	8	19.000000	2.944439	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	19.000000	2.944439	
td	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	4.000000	1.386294	
tp	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
tv	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
Gn	5	10.000000	2.302585	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	10.000000	2.302585	
OZ	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
vw	56	2059.000000	7.629976	31	1958.000000	7.579679	25	101.000000	4.615121	0	0.000000	0.000000	34	1963.000000	7.582229	22	96.000000	4.564348	0	0.000000	0.000000	0	0.000000	0.000000	
jm	2	10.000000	2.302585	0	0.000000	0.000000	2	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	10.000000	2.302585	
Gf	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
Oo	5	50.000000	3.912023	0	0.000000	0.000000	1	2.000000	0.693147	4	48.000000	3.871201	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	5	50.000000	3.912023	
bt	4	4.000000	1.386294	0	0.000000	0.000000	4	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	4.000000	1.386294	
bv	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
dt	3	5.000000	1.609438	0	0.000000	0.000000	3	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	
zm	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
pv	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
mv	3	9.000000	2.197225	0	0.000000	0.000000	3	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	9.000000	2.197225	
Zb	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	
zb	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	4.000000	1.386294	
GZ	3	7.000000	1.945910	0	0.000000	0.000000	3	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	7.000000	1.945910	
oO	4	7.000000	1.945910	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	7.000000	1.945910	
